"Thread","Sentiment","Type","Year"
92,4,"disc",2018
93,4,"disc",2018
94,37,"disc",2018
95,19,"disc",2018
96,13,"disc",2018
97,23,"disc",2018
98,74,"disc",2018
99,17,"disc",2018
100,0,"disc",2018
102,6,"disc",2018
103,28,"disc",2018
104,4,"disc",2018
105,3,"disc",2018
106,13,"disc",2018
107,23,"disc",2018
108,3,"disc",2018
109,21,"disc",2018
110,5,"disc",2018
111,29,"disc",2018
112,34,"disc",2018
113,38,"disc",2018
114,19,"disc",2018
115,4,"disc",2018
116,5,"disc",2018
117,1,"disc",2018
118,54,"disc",2018
119,12,"disc",2018
120,5,"disc",2018
121,7,"disc",2018
122,14,"disc",2018
123,24,"disc",2018
124,42,"disc",2018
125,-1,"disc",2018
126,31,"disc",2018
127,39,"disc",2018
128,17,"disc",2018
129,11,"disc",2018
130,9,"disc",2018
131,14,"disc",2018
132,9,"disc",2018
133,0,"disc",2018
134,42,"disc",2018
135,42,"disc",2018
136,-3,"disc",2018
137,19,"disc",2018
138,36,"disc",2018
139,43,"disc",2018
140,17,"disc",2018
141,13,"disc",2018
142,37,"disc",2018
143,20,"disc",2018
144,3,"disc",2018
145,10,"disc",2018
146,27,"disc",2018
147,12,"disc",2018
148,4,"disc",2018
150,6,"disc",2018
151,43,"disc",2018
152,10,"disc",2018
153,23,"disc",2018
154,50,"disc",2018
155,11,"disc",2018
156,12,"disc",2018
157,6,"disc",2018
158,111,"disc",2018
159,37,"disc",2018
160,3,"disc",2018
161,2,"disc",2018
162,137,"disc",2018
163,36,"disc",2018
164,-1,"disc",2018
165,15,"disc",2018
166,19,"disc",2018
167,29,"disc",2018
168,61,"disc",2018
169,-1,"disc",2018
170,13,"disc",2018
171,33,"disc",2018
172,19,"disc",2018
173,33,"disc",2018
174,24,"disc",2018
175,-2,"disc",2018
176,-1,"disc",2018
177,29,"disc",2018
178,20,"disc",2018
179,17,"disc",2018
180,-5,"disc",2018
181,16,"disc",2018
182,30,"disc",2018
183,25,"disc",2018
184,10,"disc",2018
185,18,"disc",2018
186,23,"disc",2018
187,40,"disc",2018
188,21,"disc",2018
189,23,"disc",2018
190,1,"disc",2018
191,15,"disc",2018
192,18,"disc",2018
193,4,"disc",2018
194,26,"disc",2018
195,29,"disc",2018
196,28,"disc",2018
197,11,"disc",2018
198,13,"disc",2018
199,11,"disc",2018
200,94,"disc",2018
201,14,"disc",2018
202,-1,"disc",2018
203,2,"disc",2018
204,94,"disc",2018
205,38,"disc",2018
206,34,"disc",2018
207,4,"disc",2018
208,38,"disc",2018
209,3,"disc",2018
210,3,"disc",2018
211,51,"disc",2018
212,15,"disc",2018
213,21,"disc",2018
214,34,"disc",2018
216,20,"disc",2018
217,20,"disc",2018
218,11,"disc",2018
1,-4,"vent",2019
2,68,"vent",2019
3,20,"vent",2019
4,8,"vent",2019
5,21,"vent",2019
6,9,"vent",2019
7,38,"vent",2019
8,37,"vent",2019
9,-6,"vent",2019
10,-4,"vent",2019
11,-1,"vent",2019
12,22,"vent",2019
13,28,"vent",2019
14,2,"vent",2019
15,-5,"vent",2019
16,34,"vent",2019
17,23,"vent",2019
18,7,"vent",2019
19,9,"vent",2019
20,57,"vent",2019
21,-2,"vent",2019
22,19,"vent",2019
23,45,"vent",2019
24,24,"vent",2019
25,17,"vent",2019
26,32,"vent",2019
27,99,"vent",2019
28,30,"vent",2019
29,13,"vent",2019
30,19,"vent",2019
31,12,"vent",2019
32,35,"vent",2019
33,8,"vent",2019
34,6,"vent",2019
35,-1,"vent",2019
36,5,"vent",2019
37,45,"vent",2019
38,4,"vent",2019
39,37,"vent",2019
40,21,"vent",2019
41,1,"vent",2019
42,10,"vent",2019
43,28,"vent",2019
44,2,"vent",2019
45,5,"vent",2019
46,4,"vent",2019
47,1,"vent",2019
48,43,"vent",2019
49,3,"vent",2019
50,44,"vent",2019
51,4,"vent",2019
52,3,"vent",2019
53,-5,"vent",2019
54,2,"vent",2019
55,-7,"vent",2019
56,2,"vent",2019
57,10,"vent",2019
58,-2,"vent",2019
1,2,"disc",2019
2,5,"disc",2019
3,-5,"disc",2019
4,12,"disc",2019
5,7,"disc",2019
6,-8,"disc",2019
7,0,"disc",2019
8,10,"disc",2019
9,-3,"disc",2019
10,1,"disc",2019
11,1,"disc",2019
13,4,"disc",2019
14,1,"disc",2019
15,18,"disc",2019
16,-2,"disc",2019
17,0,"disc",2019
18,2,"disc",2019
19,13,"disc",2019
20,6,"disc",2019
21,-1,"disc",2019
23,-1,"disc",2019
24,17,"disc",2019
25,17,"disc",2019
26,13,"disc",2019
27,39,"disc",2019
28,41,"disc",2019
29,8,"disc",2019
30,13,"disc",2019
31,38,"disc",2019
32,41,"disc",2019
33,43,"disc",2019
34,37,"disc",2019
35,4,"disc",2019
36,2,"disc",2019
37,33,"disc",2019
38,6,"disc",2019
39,10,"disc",2019
40,7,"disc",2019
41,3,"disc",2019
42,-1,"disc",2019
43,18,"disc",2019
44,21,"disc",2019
45,4,"disc",2019
46,85,"disc",2019
47,4,"disc",2019
48,3,"disc",2019
49,-2,"disc",2019
50,14,"disc",2019
51,16,"disc",2019
52,56,"disc",2019
53,17,"disc",2019
54,75,"disc",2019
55,5,"disc",2019
56,-1,"disc",2019
57,2,"disc",2019
58,4,"disc",2019
59,10,"disc",2019
60,28,"disc",2019
61,23,"disc",2019
62,10,"disc",2019
63,42,"disc",2019
64,31,"disc",2019
65,24,"disc",2019
66,0,"disc",2019
67,28,"disc",2019
68,2,"disc",2019
69,6,"disc",2019
70,4,"disc",2019
72,1,"disc",2019
73,2,"disc",2019
74,16,"disc",2019
75,-3,"disc",2019
76,9,"disc",2019
77,15,"disc",2019
78,32,"disc",2019
79,28,"disc",2019
80,35,"disc",2019
81,1,"disc",2019
82,5,"disc",2019
83,50,"disc",2019
84,21,"disc",2019
85,24,"disc",2019
86,48,"disc",2019
87,9,"disc",2019
88,15,"disc",2019
89,6,"disc",2019
90,9,"disc",2019
91,66,"disc",2019
92,-1,"disc",2019
93,-4,"disc",2019
94,-6,"disc",2019
95,6,"disc",2019
96,1,"disc",2019
97,21,"disc",2019
98,2,"disc",2019
99,-2,"disc",2019
100,5,"disc",2019
101,1,"disc",2019
102,1,"disc",2019
103,17,"disc",2019
104,7,"disc",2019
105,2,"disc",2019
106,16,"disc",2019
107,3,"disc",2019
109,20,"disc",2019
110,11,"disc",2019
111,36,"disc",2019
112,98,"disc",2019
113,7,"disc",2019
114,11,"disc",2019
115,6,"disc",2019
116,-3,"disc",2019
117,34,"disc",2019
118,7,"disc",2019
119,9,"disc",2019
120,14,"disc",2019
121,-2,"disc",2019
122,6,"disc",2019
123,3,"disc",2019
124,57,"disc",2019
125,22,"disc",2019
126,28,"disc",2019
127,15,"disc",2019
128,29,"disc",2019
129,-1,"disc",2019
130,-1,"disc",2019
131,7,"disc",2019
132,17,"disc",2019
133,32,"disc",2019
134,1,"disc",2019
136,10,"disc",2019
137,33,"disc",2019
138,39,"disc",2019
139,10,"disc",2019
140,11,"disc",2019
141,20,"disc",2019
142,6,"disc",2019
143,39,"disc",2019
144,21,"disc",2019
145,23,"disc",2019
146,-5,"disc",2019
147,23,"disc",2019
148,-1,"disc",2019
149,5,"disc",2019
150,0,"disc",2019
151,20,"disc",2019
152,0,"disc",2019
153,33,"disc",2019
154,4,"disc",2019
155,130,"disc",2019
156,1,"disc",2019
158,19,"disc",2019
159,14,"disc",2019
160,6,"disc",2019
161,24,"disc",2019
